,Country Name,"Population, total [SP.POP.TOTL]","Population, male (% of total population) [SP.POP.TOTL.MA.ZS]","Population, female (% of total population) [SP.POP.TOTL.FE.ZS]",Population growth (annual %) [SP.POP.GROW],Population density (people per sq. km of land area) [EN.POP.DNST],Population ages 0-14 (% of total population) [SP.POP.0014.TO.ZS],Population ages 15-64 (% of total population) [SP.POP.1564.TO.ZS],Population ages 65 and above (% of total population) [SP.POP.65UP.TO.ZS],Land area (sq. km) [AG.LND.TOTL.K2],GDP (current US$) [NY.GDP.MKTP.CD],GDP per capita (current US$) [NY.GDP.PCAP.CD],GDP per capita growth (annual %) [NY.GDP.PCAP.KD.ZG],GDP growth (annual %) [NY.GDP.MKTP.KD.ZG],"Agriculture, forestry, and fishing, value added (% of GDP) [NV.AGR.TOTL.ZS]","Industry (including construction), value added (% of GDP) [NV.IND.TOTL.ZS]","Services, value added (% of GDP) [NV.SRV.TOTL.ZS]","Manufacturing, value added (% of GDP) [NV.IND.MANF.ZS]","Stocks traded, total value (% of GDP) [CM.MKT.TRAD.GD.ZS]",Gross value added at basic prices (GVA) (current US$) [NY.GDP.FCST.CD],Compensation of employees (current LCU) [GC.XPN.COMP.CN],"Employers, total (% of total employment) (modeled ILO estimate) [SL.EMP.MPYR.ZS]",Employment in agriculture (% of total employment) (modeled ILO estimate) [SL.AGR.EMPL.ZS],Employment in industry (% of total employment) (modeled ILO estimate) [SL.IND.EMPL.ZS],Employment in services (% of total employment) (modeled ILO estimate) [SL.SRV.EMPL.ZS],"Employment to population ratio, 15+, total (%) (national estimate) [SL.EMP.TOTL.SP.NE.ZS]","Employment to population ratio, 15+, total (%) (modeled ILO estimate) [SL.EMP.TOTL.SP.ZS]",Unemployment with advanced education (% of total labor force with advanced education) [SL.UEM.ADVN.ZS],Unemployment with basic education (% of total labor force with basic education) [SL.UEM.BASC.ZS],Unemployment with intermediate education (% of total labor force with intermediate education) [SL.UEM.INTM.ZS],"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]","Labor force, total [SL.TLF.TOTL.IN]","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate) [SL.TLF.ACTI.ZS]","Labor force participation rate, total (% of total population ages 15+) (national estimate) [SL.TLF.CACT.NE.ZS]",Total natural resources rents (% of GDP) [NY.GDP.TOTL.RT.ZS],"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]","Inflation, GDP deflator (annual %) [NY.GDP.DEFL.KD.ZG]","Inflation, GDP deflator: linked series (annual %) [NY.GDP.DEFL.KD.ZG.AD]",GNI (current US$) [NY.GNP.MKTP.CD],GNI growth (annual %) [NY.GNP.MKTP.KD.ZG],"Foreign direct investment, net (BoP, current US$) [BN.KLT.DINV.CD]","Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",Consumer price index (2010 = 100) [FP.CPI.TOTL],Crop production index (2014-2016 = 100) [AG.PRD.CROP.XD],Export value index (2000 = 100) [TX.VAL.MRCH.XD.WD],Food production index (2014-2016 = 100) [AG.PRD.FOOD.XD],Import value index (2000 = 100) [TM.VAL.MRCH.XD.WD],"Official exchange rate (LCU per US$, period average) [PA.NUS.FCRF]",Total reserves minus gold (current US$) [FI.RES.XGLD.CD],Region,2019 [YR2019] - Net official development assistance received (current US$) [DT.ODA.ODAT.CD],"2019 [YR2019] - External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",2019 [YR2019] - Short-term debt (% of total reserves) [DT.DOD.DSTC.IR.ZS],2019 [YR2019] - Short-term debt (% of total external debt) [DT.DOD.DSTC.ZS],2019 [YR2019] - Trade (% of GDP) [NE.TRD.GNFS.ZS],"2019 [YR2019] - Total reserves (includes gold, current US$) [FI.RES.TOTL.CD]","2019 [YR2019] - Current account balance (BoP, current US$) [BN.CAB.XOKA.CD]",2019 [YR2019] - Deposit interest rate (%) [FR.INR.DPST],2019 [YR2019] - Lending interest rate (%) [FR.INR.LEND],2019 [YR2019] - Wholesale price index (2010 = 100) [FP.WPI.TOTL]
55,Dominica,71808,..,..,0.253775391715059,95.744,..,..,..,750,574607407.407407,8001.99709513435,3.1971121876777,3.45933364941166,11.8328778425205,15.5455576754499,53.4451864074666,2.26048058577837,..,456392592.592593,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.0317053416059665,1.50462353858147,0.783993676347876,0.783993676347876,564719376.97287,..,..,32551851.8519,105.43247529016,..,33.89719797,..,198.2518283,2.7,166809123.808339,Caribbean,51389999.3896484,282940980.0,6.90429860013703,4.0704,110.193278502552,166809123.808339,,1.76815416666667,7.53996066666667,
56,Dominican Republic,10738957,49.9694523406696,50.0305476593304,1.04662057856427,222.292630925274,27.7086938974899,64.9929164449661,7.29838965754406,48310,88941299733.5018,8282.11713050921,3.95840417453633,5.05216802016253,5.22728892621582,29.0773366472454,58.2948206914116,13.7588029065707,..,82359151054.0034,283261707204.57,3.20000004768372,8.77999973297119,18.8199996948242,72.4000015258789,61.04,62.71,5.46000003814697,5.69999980926514,9.39000034332275,6.36,5199103,71.05,65.19,0.358710939255602,1.8106037704296,2.52561865647056,2.52561865647056,84871455782.1538,4.71237731385479,-3021000000,2829200000,132.172234898705,..,195.5481959,..,214.0310159,51.2948583333333,8843077478.35982,Caribbean,134440002.441406,35919087407.7,28.3504944437195,7.0017,51.0111449209557,8870942286.35982,-1187900000.0,,,
57,Ecuador,17373657,50.0210577427654,49.9789422572346,1.67917269268893,69.9535231116122,27.7069681682538,64.9208324646813,7.37219936706493,248360,108108009000,6222.52465327248,-1.65324963404186,0.0121051028476558,8.80053114288692,32.7023208798527,51.8034422408057,14.6688558476736,..,100871577000,..,2.82999992370605,29.7399997711182,17.2099990844727,53.0400009155273,63.66,65.25,5.32000017166138,2.07999992370605,6.23000001907349,3.81,8519410,70.96,66.18,6.95500617776621,0.266012515466136,0.495450027557041,0.495450027557041,105079773200,-0.172448920558963,-961608329.513025,961608329.513025,124.142674729473,..,453.2384047,..,606.3848934,1,1866276783.11069,SouthAmerica,525049987.792969,51725111482.7,29.0448248111703,1.651,46.0768211909258,2940235064.08469,-59044772.2058958,4.435,,
58,"Egypt, Arab Rep.",100388076,50.5265177111274,49.4734822888726,1.97628022437557,100.846929529359,33.8348301595549,60.8888368641163,5.27633297632877,995450,303080865603.645,3019.09228346646,3.49204687443208,5.55768388791593,11.0489750286541,35.6234456323632,50.4716991413164,15.9126998741098,3.68371654797918,294425233485.194,..,12.4499998092651,20.6200008392334,26.9400005340576,52.439998626709,38.9,40.47,..,..,..,9.73,29776956,47.87,42.21,4.97845727175021,9.15279959324812,13.6225675699873,13.6225675699873,292071265603.645,4.36049610508928,-8605068000,9010100000,288.572774376263,..,549.5273019,..,486.467647,16.7705818428763,40685367785.5569,21,1740589965.82031,115079598759.7,25.3185201391419,9.8055,43.24045019823,44568837112.0669,-10221895259.0833,10.95,16.1166666666667,
59,El Salvador,6453550,46.8479054163987,53.1520945836013,0.509699113997832,311.464768339768,26.8584452626328,64.6719721678895,8.46958256947762,20720,26896660000,4167.73093878563,2.11334716734845,2.63514666718191,4.86781630135489,25.2298984334858,60.3843376835637,15.5114798640426,..,24336680000,2729500000,4.53000020980835,16.2900009155273,22.5100002288818,61.2000007629395,58.21,56.78,6.46000003814697,3.39000010490417,6.17999982833862,3.96,2790598,63.15,60.75,0.557280810346512,0.0753241350024327,0.711894748671355,0.711894748671355,25559270000,3.28496916207826,-635763348.397767,696287032.758767,111.228352310936,..,202.0846651,..,242.9262179,..,4378651102.52269,CentralAmerica,305640014.648438,18060979891.6,49.7912579891493,12.2564,75.9767941447005,4445830632.52269,-165401551.069353,,,
60,Equatorial Guinea,1355982,55.5924046189404,44.4075953810596,3.52884025293578,48.3416042780749,36.9567974890596,60.6186937033273,2.42450880761306,28050,11417278044.9859,8419.9333361253,-9.23893172984212,-5.97893690507988,2.43041755808522,53.0364749200023,44.3421219039691,23.2365745720971,..,11282344585.4305,189436757647,8.80000019073486,39.5099983215332,19.3500003814697,41.1399993896484,..,57.03,..,..,..,7.95,529668,63.19,..,30.9101533121009,1.23869860205109,-2.19644346528756,-2.19644346528756,8329916823.55915,-8.2814479769106,..,452287114.3862,124.346722780622,..,474.0200547,..,598.6696231,585.911013180369,40816834.5967151,MiddleAfrica,64069999.6948242,,,,94.5057559529936,40816834.5967151,,,,
61,Eritrea,..,..,..,..,34.6249207920792,..,..,..,101000,..,..,..,..,..,..,..,..,..,..,..,1.21000003814697,63.1199989318848,7.28999996185303,29.5900001525879,..,73.94,..,..,..,6.34,1612622,81.25,..,..,..,..,..,..,..,..,67116000,..,..,2011.792933,..,243.6090545,15.075,191694416.403147,EasternAfrica,276929992.675781,771710773.6,17.0464885274893,4.2343,,191694416.403147,,,,
62,Estonia,1326898,47.2693752267757,52.7306247732243,0.371554389037477,30.5244536461928,16.4632692841539,63.544922935802,19.9918077800442,43470,31471100656.2431,23717.7994512337,4.6070487450598,4.99644378512059,2.4930042404439,22.0384487450319,62.4782377960292,12.7989843053882,..,27382907366.5333,1808896673.31399,4.55000019073486,3.17000007629395,28.7000007629395,68.129997253418,60.82,60.68,2.85999989509583,9.8100004196167,4.76999998092651,4.45,703864,78.9,63.65,1.14260796788975,2.27725931243518,3.22695343644259,3.22695343644259,30759017473.7254,4.67019685651186,-1100489775.17647,2962634485.84416,122.14231282149,..,420.5224449,..,356.6518274,..,1414255025.48627,NorthernEurope,,,,,141.806026645834,1426439025.48627,616045117.440802,,,
63,Eswatini,1148133,49.0178402676345,50.9821597323655,1.03826564467004,66.7519186046512,37.831430238736,58.1537804952401,4.01478926602388,17200,4471598726.6436,3894.66963029858,1.18784793557371,2.24391952452849,8.45458513203926,34.093549220305,52.0796525347608,29.6653450231905,..,4156591764.70588,..,2.1800000667572,12.1499996185303,23.3899993896484,64.4599990844727,..,40.78,..,..,..,22.24,374305,54.71,..,2.96641515864496,2.59801620311075,2.30827766483952,2.30827766483952,4018702283.73702,-1.53822863735338,-107061228.338337,127970921.965401,166.821866435163,..,223.6713877,..,170.3981688,14.4517892288824,440314152.603376,21,73400001.5258789,626323301.9,7.13786613811401,5.018,89.0922606880238,440314152.603376,195651856.872725,3.685,10.125,
64,Ethiopia,112078727,50.0264497115496,49.9735502884504,2.57969708764895,99.2461598282101,40.3364411784466,56.1468683665491,3.51669045500426,1129300.39,95912590628.1412,855.760885186903,5.60436973620631,8.3640856990789,33.521071998115,24.8223675100372,37.1475828867108,5.59436889552396,..,90473155534.6436,31569178386.8,0.46000000834465,66.629997253418,9.31999969482422,24.0499992370605,..,77.67,..,..,..,2.04,53021347,81.34,..,4.37571530540828,15.840322039584,12.8603968185939,12.8603968185939,95322999764.7411,8.06786384653282,..,2516228020.2911,319.019368649763,..,568.60581,..,1154.711575,29.06975,2980519685.43951,EasternAfrica,4809970214.84375,28287820758.5,16.0291039289395,1.6957,28.8153010070423,2992704274.84051,,,,
65,Faroe Islands,48677,..,..,0.370469890859404,34.8689111747851,..,..,..,1396,3126293219.77989,64225.2649049837,..,..,18.1703076664828,18.5463178341047,51.8069111052493,6.32454857197669,..,2767490328.96512,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3219884847.21264,..,..,..,..,..,301.7617879,..,229.1984842,..,..,NorthernEurope,,,,,106.873216469629,,,,,
66,Fiji,889955,50.6721126349085,49.3278873650915,0.729092657357544,48.7112753147236,29.2936818011738,65.0820886046791,5.62422959414711,18270,5496250694.31587,6175.87484121767,-1.16854082948164,-0.445334699771735,11.8491481459647,15.5858035556379,53.9850220227217,10.317556699034,..,4475050916.49694,981089631.28,1.02999997138977,17.6100006103516,14.1400003433228,68.2600021362305,..,55.19,..,..,..,4.11,362136,60.29,..,0.773831393568309,1.7731018246027,2.37426425854399,2.37426425854399,5045408257.73005,..,-358452458.527073,322282826.115833,132.297245600612,..,176.2648848,..,334.9303343,2.16039311531464,1041781264.01736,Melanesia,139070007.324219,1019989627.0,5.07550882578573,5.1915,106.564094449499,1043304264.01736,-692992352.319962,4.06137228601929,6.02745671637929,
67,Finland,5521606,49.2973900424771,50.7026099575229,0.110191690491055,18.1679586733351,16.0163415492983,61.8430138267974,22.1406446239043,303920,268966065200,48711.5642079496,1.16130970960246,1.27284250554558,2.45483037197048,23.9306420933901,60.0580202363263,14.4505350431406,..,232905552290.196,7126160590.5573,3.77999997138977,3.77999997138977,21.6399993896484,74.5800018310547,55.45,55.31,3.94000005722046,16.0400009155273,7.19999980926514,6.7,2748960,78.15,59.42,0.401053790022323,1.02409392963429,1.51705292122455,1.51705292122455,270240027192.156,1.34489289771298,-8725009640.23269,15768223068.6148,112.331712088838,..,159.7615014,..,214.5058846,..,9020281292.58792,NorthernEurope,,,,,79.40031881995,11426621292.5879,-462884410.984844,,,
68,France,67248926,48.4026166175936,51.5973833824064,0.218824148997353,122.816302229722,17.8021578717479,61.8064718464662,20.3913702817859,547557,2715518274227.45,40380.0987725432,1.28671156803534,1.50859403033795,1.59714194783544,17.1352034127768,70.1947225304942,9.81890648008746,..,2414830779317.64,204113892561.619,4.25,2.52999997138977,20.4300003051758,77.0400009155273,50.62,50.33,5.09999990463257,15.5699996948242,9.15999984741211,8.44,30385859,71.82,55.27,0.0351482166469712,1.10825492288292,1.22721756855577,1.22721756855577,2771809930478.43,1.3765033232597,4683206193.49303,51038713850.7414,110.04856675289,..,174.865886,..,193.3752543,..,69725075295.4885,WesternEurope,,,,,64.5227290341624,189006435295.489,-18418375786.9075,,,
69,French Polynesia,279285,50.6622267576132,49.3377732423868,0.578860345386691,79.3423295454545,22.5638858951544,68.7554379545056,8.68067615033997,3520,..,..,..,..,..,..,..,..,..,..,..,1.32000005245209,6.82999992370605,16.6399993896484,76.5400009155273,..,47.34,..,..,..,12.72,117304,60.26,..,..,..,..,..,..,..,..,32625026.5076,..,..,60.24479638,..,216.5322348,106.588933804405,..,Polynesia,,,,,,,,,,
70,Gabon,2172578,50.9161005956978,49.0838994043022,2.48404317871067,8.43162960375674,37.1795455999529,59.2757271427184,3.54472725732873,257670,16874450215.1351,7767.01697942954,1.39471442025207,3.94494620364154,5.55441626649173,47.2081807833901,41.2467130835206,40.0636458693025,..,15863554898.0979,688948553074,2.84999990463257,29.9599990844727,10.7399997711182,59.2999992370605,..,42.51,..,..,..,19.64,721991,54.74,..,20.8564721550404,2.46456756151187,1.55453258026736,1.55453258026736,15511134184.7141,1.75397974343545,..,1553136883.3639,122.627926286455,..,286.6762626,..,328.9405305,585.911013180369,1371973832.67956,MiddleAfrica,116709999.084473,7193005111.5,26.2123075115526,4.9996,72.2497973586532,1371973832.67956,,,,
71,"Gambia, The",2347696,49.5960294688921,50.403970531108,2.92186286632026,231.985770750988,44.1271181314867,53.3119564374756,2.56092543103779,10120,1826073739.82522,777.815245170251,3.00276659297806,6.05676574421921,21.797195274515,15.7929936821528,54.5248856884206,3.96697288873994,..,1682089106.61673,..,1.42999994754791,27.0300006866455,15.0100002288818,57.9599990844727,..,53.98,..,..,..,8.94,777591,60.54,..,2.31693510856326,7.11567625631189,7.14923906059883,7.14923906059883,1795947897.12859,6.124090288707,..,32266071.5504,172.730435584882,..,826.217774,..,331.606736,50.0624613684222,..,21,194039993.286133,717924301.5,,3.349,55.5386924434596,,,8.105,28.0,
72,Georgia,3720161,47.682173719626,52.317826280374,-0.171565740223868,65.0855698239966,20.0314254153046,64.9075189559556,15.0610556287397,69490,17477255562.2583,4697.98365238984,5.16261881694761,4.98235047511106,6.50458918722347,20.3125586294549,60.7675132811473,8.86810081111182,..,15307395053.4048,1454700000,2,38.1500015258789,14.2600002288818,47.5900001525879,55.65,56.26,11.289999961853,11.2700004577637,11.8000001907349,11.57,1892372,69.4,62.93,0.117472441896689,4.85289821696731,5.19239145340818,5.19239145340818,16699333664.5257,4.32479656128659,-1029239068.94,1341122820.37,133.612466666667,..,1175.975232,..,1341.587536,2.818145,3505823162.30974,WesternAsia,496730010.986328,17311924467.1,64.9137134030646,13.1456,118.599368307339,3505823162.30974,-960445299.250001,8.706875,10.8164,
73,Germany,83092962,49.3900550553476,50.6099449446524,0.22551987421288,237.829761291431,13.7994884756758,64.6375192034153,21.5629923209089,349380,3861123558039.21,46467.5162023856,0.328933878030838,0.555450887945668,0.721821950972007,26.7037300126122,62.6327829402299,19.1119873588379,34.9724524403911,3477263584949.01,57268885453.0572,4.26000022888184,1.21000003814697,27.1800003051758,71.6100006103516,59.98,59.32,1.80999994277954,7.8899998664856,2.71000003814697,3.14,43871267,79.08,61.92,0.100707779521797,1.4456670146976,2.19246294106814,2.19246294106814,3966094443874.5,0.571108963912351,85529089839.0692,67618997073.9991,112.854887342124,..,270.5348578,..,248.897155,..,59184533016.4155,WesternEurope,,,,,87.9891274408895,224027961016.416,289603130720.076,,,
74,Ghana,30417858,50.6810374353119,49.3189625646882,2.16258446185622,133.681365913686,37.3648721329998,59.5378056888691,3.09732217813116,227540,67234292582.7606,2210.35592258865,4.22918125731748,6.50777478757239,17.6074862837021,31.5979151971596,45.8818690218074,10.3279536897866,..,63931253658.7256,22219027549.98,5.34999990463257,29.75,21.0499992370605,49.2099990844727,..,65.02,..,..,..,4.12,12919340,69.21,..,7.78653040791905,7.17592284708851,9.97060771376661,9.97060771376661,65527306781.1554,5.3846416559574,-3292065421.38183,3879831469.7,248.441543589585,..,937.6957503,..,450.6475265,5.21736666666667,7135247340.92838,WesternAfrica,936320007.324219,26958719428.5,61.3286042541908,17.2056,71.1120834554829,7563210340.92838,-1863971933.06699,11.5,,
75,Gibraltar,33706,..,..,-0.0266979132717019,3370.6,..,..,..,10,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,196.6955153,..,187.1147845,0.783445110011929,..,SouthernEurope,,,,,,,,,,
76,Greece,10721582,49.0814298857721,50.9185701142279,-0.105339392724138,83.1775174553918,13.8965985913913,64.161931282466,21.9414701261427,128900,205326724570.227,19150.7861964985,1.96402684660795,1.85667511169028,3.77917680732401,12.8862960176626,70.0441125682098,7.69185960849292,7.51293823650505,182587760180.102,18615411535.9977,7.40000009536743,11.6000003814697,15.3400001525879,73.0599975585938,42.96,43.19,12.1499996185303,20.2900009155273,19.6700000762939,17.31,4822612,68.7,51.96,0.10590561157823,0.252978044454509,0.190777354218241,0.190777354218241,203644992868.4,2.23283070001652,-4372859648.55399,4999635989.53698,101.949392140007,..,323.2226018,..,186.569589,..,2950025886.82209,SouthernEurope,,,,,81.8217965518436,8507452886.82209,-3112110573.38847,,,
77,Greenland,56225,..,..,0.359917714454119,0.136983798270191,..,..,..,410450,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,285.7334411,..,204.2718787,..,..,NorthernAmerica,,,,,,,,,,
78,Grenada,112002,50.3794575096873,49.6205424903127,0.494964112035921,329.417647058824,23.7172218601287,66.6053587850325,9.67741935483871,340,1211403703.7037,10815.9113560803,1.47802918999625,1.98155412195675,4.89453618239019,13.5560522075706,66.5961434393526,3.37961165345375,..,1015970370.37037,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0.59814976473601,1.64022163623478,1.64022163623478,1093012437.51293,..,..,131044444.4444,108.068831493402,..,66.01041667,..,196.6241588,2.7,236325345.085472,Caribbean,14680000.3051758,550420866.4,5.85934678102,2.5157,110.126299762443,236325345.085472,,1.33825333333333,7.57102791666667,
79,Guam,167295,50.471920858364,49.528079141636,0.915743567783526,309.805555555556,24.1341590254283,65.6759955527395,10.1898454218322,540,6311000000,37723.7813443319,1.05076210071751,1.98037790697674,..,..,..,..,..,..,..,1.41999995708466,0.230000004172325,15.539999961853,84.2300033569336,..,60.43,..,..,..,5.65,81292,70.59,..,..,..,2.27144925829836,2.27144925829836,..,..,..,..,..,..,43.55945946,..,250,..,..,Micronesia,,,,,78.3077166851529,,,,,
80,Guatemala,16604026,49.256103412478,50.743896587522,1.56038604781094,154.946117954461,33.8593321423826,61.2116835268401,4.92898433077731,107160,77020015201.3201,4638.63494319511,2.25871189837592,3.866856574905,9.43421417388073,21.8211743745573,62.6483595981269,13.8020785700099,..,72324681097.0936,25950494689.2,2.83999991416931,31.2999992370605,18.7299995422363,49.9799995422363,57.87,61.16,..,..,..,2.36,6879134,64.71,59.17,1.22266519613288,3.69998398008601,3.68060643662776,3.68060643662776,75608515048.4948,4.08562207720958,-799439570,1169327140,142.921394880398,..,412.1806224,..,384.4588749,7.69669833333333,14446549964.6684,CentralAmerica,393850006.103516,26590513158.6,4.78218184272537,2.6588,45.5965223249487,14784046764.6684,1791148670.0,5.00833333333333,12.7408333333333,
81,Guinea,12771246,48.2809194968134,51.7190805031866,2.83478481749442,51.9747924466873,43.4499891396658,53.6081052702297,2.94190559010452,245720,13513809258.2083,1058.14336817318,2.69338419993291,5.6461755684381,24.1886016618938,28.5350463876243,38.344395675379,8.61095717003417,..,12306761724.1643,..,1.12999999523163,60.6500015258789,5.78999996185303,33.560001373291,50.23,58.85,..,..,..,4.14,4433672,62.96,52.88,4.1112673622605,9.47077937313535,9.94984530941956,9.94984530941956,12853809258.2083,4.04459461461255,-43380000,44400000,262.949889606886,..,578.1672193,..,571.4113978,9183.87586390984,1227273314.1183,WesternAfrica,580679992.675781,2866810481.2,14.6971101136274,7.268,72.2468939523622,1417701130.96454,-314620000.0,3.28916666666667,,
82,Guinea-Bissau,1920917,48.875771311306,51.124228688694,2.45652856791883,68.3114153627312,42.1536637094062,54.9830758354582,2.86326045513561,28120,1439638443.38133,749.453747028806,1.96420146424497,4.49999999151316,30.3965794546532,13.2629614582098,51.2366001896858,..,..,1366161328.42701,60045758000,0.990000009536743,60.4799995422363,8.60999965667725,30.9099998474121,..,70.06,..,..,..,2.79,800827,72.89,..,8.61026417982827,0.246600268147853,-3.41786303090853,-3.41786303090853,1470018484.03597,10.8624231998553,-71268860.0498201,71658680.3379902,112.718072816065,..,357.6906166,..,526.7612843,585.911013180369,..,WesternAfrica,120510002.13623,634844920.9,,9.3273,55.3725855838767,,-127409979.195969,,,
83,Guyana,782775,50.2406183130529,49.7593816869471,0.482526666451711,3.97650495300991,27.9299305284082,65.3584851667037,6.71158430488805,196850,5173759527.50705,6609.51043084801,4.8456997895004,5.35283078679163,17.5952962348857,28.6893031668477,44.7132587365527,5.04918439173557,..,4617616343.74687,..,5.80000019073486,15.4399995803833,24.9699993133545,59.5999984741211,..,47.17,..,..,..,13.91,309040,58.64,..,4.00537781377662,2.0872308916202,2.96119322249587,2.96119322249587,5127125799.70695,..,-1684979887,1695179887,116.191475510903,..,312.4401876,..,526.9109948,..,573446281.433525,SouthAmerica,113269996.643066,1597335212.8,20.8532327214789,7.4863,,573446281.433525,-1696245503.9341,0.878472222222222,10.4791666666667,
84,Haiti,11263079,49.3434876910656,50.6565123089344,1.24985422874917,408.674854862119,32.8585874002282,62.0777430536966,5.0636695460752,27560,14332163266.3977,1272.49069871548,-2.9031695861071,-1.68198512950129,19.3827491936875,23.3165387150738,54.0881931489261,16.9201953447993,..,13871739806.6215,..,0.730000019073486,29.0300006866455,6.65999984741211,64.3099975585938,..,58.95,..,..,..,13.48,5152876,68.93,..,0.465654746823631,18.7037825672506,17.4331662290345,17.4331662290345,14381819367.5678,-1.6461601205194,-75000000,75000000,212.825312171362,..,377.8197501,..,429.1470429,88.8149661769193,..,Caribbean,726469970.703125,2213887988.5,,0.7384,47.3545792912647,,72214808.336835,7.88833333333333,14.1216666666667,
85,Honduras,9746115,49.9583064636524,50.0416935363476,1.64061784169287,87.1044329251944,31.159424825292,64.0123856506135,4.82818952409457,111890,25089976946.7736,2574.35675105143,0.982661679905576,2.65306625480355,10.7536504478567,27.0767291297681,57.5801932518774,16.3510661670659,..,22693359446.7226,..,10.1700000762939,29.4899997711182,21.3899993896484,49.1199989318848,59.58,65.13,6.63000011444092,5.13000011444092,10.5799999237061,5.57,4627392,71.05,63.18,0.938519127683884,4.36587159819272,4.12669713335944,4.12669713335944,23175208601.0976,2.96306234932224,-499422105.375237,955095297.980428,150.34435782941,..,260.7618902,..,296.5441632,24.5085389148926,5710486083.43693,CentralAmerica,457570007.324219,9767488319.6,13.5168132406445,7.9492,98.0275897083463,5744253369.31693,-347298261.567879,8.41833333333333,17.3391666666667,
86,"Hong Kong SAR, China",7507400,45.9711514966669,54.0288485033331,0.754094920172569,7149.90476190476,12.3267081343393,70.1750394088127,17.498252456848,1050,363016373358.517,48354.473367413,-2.41839561224405,-1.6797561695559,0.0723134685153416,6.25573023595916,89.9808054672779,1.03235649801727,501.971994580076,349616891486.619,..,2.66000008583069,0.170000001788139,11.0799999237061,88.75,58.79,58.1,..,..,..,2.96,3940634,72.27,60.56,0.000558547564478733,2.8649279875438,2.04714511101652,2.04714511101652,381357214870.021,..,-20531402022.1782,58299361094.7774,134.593052867475,..,263.9033988,..,269.9630034,7.83591666666667,441247551235.762,21,,,,,353.794681778553,441349592235.762,21807160861.7421,0.138333333333333,5.10416666666667,
87,Hungary,9771141,47.5828834819529,52.4171165180471,-0.0452557101106228,107.069263642341,14.4332197277783,65.8723226655215,19.6944576067002,91260,163503650313.081,16733.3221691387,4.68866395448728,4.64129707512659,3.31731327754577,24.9742682487539,56.3882719312323,17.680100848475,5.30142292444375,138547240762.403,3634243922197.52,4.48999977111816,4.71999979019165,32.0900001525879,63.189998626709,55.15,54.88,1.53999996185303,9.65999984741211,3.01999998092651,3.42,4750636,72.57,57.1,0.32375414168396,3.3385863538201,4.76518148142029,4.76518148142029,159229639441.272,5.7687861921905,-223140249.237137,92164560624.3042,121.64204740639,..,438.4702623,..,372.4227621,290.66,30288204374.707,EasternEurope,,,,,161.757600180338,31831003374.707,-620263568.285688,0.104764135675,1.79243378790833,
88,Iceland,360563,50.2098591009241,49.7901408990759,2.19893225826166,3.5759496181692,19.6471709076751,65.1607080178509,15.192121074474,100830,24836714771.4638,68883.1487741776,0.338205755901996,2.56901200088822,4.40950135759592,19.7997271375315,65.899488286694,8.59728151307673,..,21582897961.1844,242954054995.561,3.48000001907349,4.03999996185303,17.4699993133545,78.4899978637695,78.39,71.74,2.30999994277954,5.71999979019165,3.32999992370605,3.51,215408,86.67,81.24,0.000117414284224356,3.01397179156056,4.53471861563234,4.53471861563234,24634234577.5015,..,764882413.350018,-600034636.630748,129.003331214359,..,274.7240982,..,253.6470878,122.606773601907,6685219711.82889,NorthernEurope,,,,,83.6624841007599,6782387111.82889,1578738847.71768,,6.95,
89,India,1366417756,51.9701657038479,48.0298342961521,1.01326124930492,459.579695882201,26.6182646511486,67.0038111931616,6.3779241556898,2973190,2870504096717.48,2100.75146060783,2.99266440570658,4.04155418650819,16.6774623971688,24.1775949697002,49.8595589133602,13.3274418815293,44.7863657897818,2603966776645.51,..,2.04999995231628,42.5999984741211,25.1200008392334,32.2799987792969,45.6,46.74,15.1099996566772,3.84999990463257,10,5.27,494732703,52.13,48.14,2.00641341778857,3.72327648330532,3.56600142249476,3.56600142249476,2843265469943.79,4.16475756939134,-37469945322.0152,50610647353.5912,172.878328310405,..,765.1134049,..,943.3834647,70.4203405359551,432378384523.969,SouthernAsia,2610580078.125,560034518482.5,23.0391523816499,19.0665,39.3867710424728,463469902152.507,-29762864650.3282,,9.46625,135.091337704907
