,Country Name,"Population, total [SP.POP.TOTL]","Population, male (% of total population) [SP.POP.TOTL.MA.ZS]","Population, female (% of total population) [SP.POP.TOTL.FE.ZS]",Population growth (annual %) [SP.POP.GROW],Population density (people per sq. km of land area) [EN.POP.DNST],Population ages 0-14 (% of total population) [SP.POP.0014.TO.ZS],Population ages 15-64 (% of total population) [SP.POP.1564.TO.ZS],Population ages 65 and above (% of total population) [SP.POP.65UP.TO.ZS],Land area (sq. km) [AG.LND.TOTL.K2],GDP (current US$) [NY.GDP.MKTP.CD],GDP per capita (current US$) [NY.GDP.PCAP.CD],GDP per capita growth (annual %) [NY.GDP.PCAP.KD.ZG],GDP growth (annual %) [NY.GDP.MKTP.KD.ZG],"Agriculture, forestry, and fishing, value added (% of GDP) [NV.AGR.TOTL.ZS]","Industry (including construction), value added (% of GDP) [NV.IND.TOTL.ZS]","Services, value added (% of GDP) [NV.SRV.TOTL.ZS]","Manufacturing, value added (% of GDP) [NV.IND.MANF.ZS]","Stocks traded, total value (% of GDP) [CM.MKT.TRAD.GD.ZS]",Gross value added at basic prices (GVA) (current US$) [NY.GDP.FCST.CD],Compensation of employees (current LCU) [GC.XPN.COMP.CN],"Employers, total (% of total employment) (modeled ILO estimate) [SL.EMP.MPYR.ZS]",Employment in agriculture (% of total employment) (modeled ILO estimate) [SL.AGR.EMPL.ZS],Employment in industry (% of total employment) (modeled ILO estimate) [SL.IND.EMPL.ZS],Employment in services (% of total employment) (modeled ILO estimate) [SL.SRV.EMPL.ZS],"Employment to population ratio, 15+, total (%) (national estimate) [SL.EMP.TOTL.SP.NE.ZS]","Employment to population ratio, 15+, total (%) (modeled ILO estimate) [SL.EMP.TOTL.SP.ZS]",Unemployment with advanced education (% of total labor force with advanced education) [SL.UEM.ADVN.ZS],Unemployment with basic education (% of total labor force with basic education) [SL.UEM.BASC.ZS],Unemployment with intermediate education (% of total labor force with intermediate education) [SL.UEM.INTM.ZS],"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]","Labor force, total [SL.TLF.TOTL.IN]","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate) [SL.TLF.ACTI.ZS]","Labor force participation rate, total (% of total population ages 15+) (national estimate) [SL.TLF.CACT.NE.ZS]",Total natural resources rents (% of GDP) [NY.GDP.TOTL.RT.ZS],"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]","Inflation, GDP deflator (annual %) [NY.GDP.DEFL.KD.ZG]","Inflation, GDP deflator: linked series (annual %) [NY.GDP.DEFL.KD.ZG.AD]",GNI (current US$) [NY.GNP.MKTP.CD],GNI growth (annual %) [NY.GNP.MKTP.KD.ZG],"Foreign direct investment, net (BoP, current US$) [BN.KLT.DINV.CD]","Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",Consumer price index (2010 = 100) [FP.CPI.TOTL],Crop production index (2014-2016 = 100) [AG.PRD.CROP.XD],Export value index (2000 = 100) [TX.VAL.MRCH.XD.WD],Food production index (2014-2016 = 100) [AG.PRD.FOOD.XD],Import value index (2000 = 100) [TM.VAL.MRCH.XD.WD],"Official exchange rate (LCU per US$, period average) [PA.NUS.FCRF]",Total reserves minus gold (current US$) [FI.RES.XGLD.CD],Region,2019 [YR2019] - Net official development assistance received (current US$) [DT.ODA.ODAT.CD],"2019 [YR2019] - External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",2019 [YR2019] - Short-term debt (% of total reserves) [DT.DOD.DSTC.IR.ZS],2019 [YR2019] - Short-term debt (% of total external debt) [DT.DOD.DSTC.ZS],2019 [YR2019] - Trade (% of GDP) [NE.TRD.GNFS.ZS],"2019 [YR2019] - Total reserves (includes gold, current US$) [FI.RES.TOTL.CD]","2019 [YR2019] - Current account balance (BoP, current US$) [BN.CAB.XOKA.CD]",2019 [YR2019] - Deposit interest rate (%) [FR.INR.DPST],2019 [YR2019] - Lending interest rate (%) [FR.INR.LEND],2019 [YR2019] - Wholesale price index (2010 = 100) [FP.WPI.TOTL]
21,Bermuda,63913,..,..,-0.00938732086552398,1183.57407407407,..,..,..,54,7484113000,117098.446325474,0.469320877880691,0.45988994302148,0.219090759319107,6.38516548320422,89.1670529293184,0.511710606186732,0.303977238184405,7167634000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..,3.12171387033864,3.12171387033864,7587978000,..,-42161389.5,4389826.5,..,..,31.37254902,..,160.2225313,1,..,NorthernAmerica,,,,,75.8610539418633,,828302632.092515,,,
22,Bhutan,763094,53.0776024972022,46.9223975027978,1.14637925209774,20.00770844258,25.3401948913106,68.5668307360056,6.09297437268377,38140,2530547157.56678,3316.16702210577,4.26240274650745,5.46452256035737,15.8160219288359,36.131743608331,43.3552360191017,7.1199525437132,..,2411687396.95798,..,0.100000001490116,55.7799987792969,10.1499996185303,34.060001373291,..,65.74,..,..,..,2.27,383196,70.04,..,2.19549125756858,2.72582104307304,0.973225144012162,0.973225144012162,2300999285.71733,5.36808537559379,-13011377.2857268,13011377.2857268,167.182458685409,..,576.6757282,..,560.1718037,70.4203405359551,1228298799.37252,SouthernAsia,181410003.662109,2703286731.6,2.24294546076811,1.0274,84.3588359248042,1238371618.29552,-500801565.664002,2.25,14.0,
23,Bolivia,11513102,50.2002935438251,49.7997064561749,1.39913335536684,10.6278057786393,30.6252616584586,62.0361066958508,7.33863164569056,1083300,40895322850.9407,3552.06814383653,0.79651595767028,2.21670563961031,12.2217575824891,25.2102745511952,50.7199151225106,10.4895035412124,..,34208221230.1013,..,4.94999980926514,30.5400009155273,19.4099998474121,50.0499992370605,67.98,69.61,7.07999992370605,3.16000008583069,5.17999982833862,3.46,5758760,74.21,70.68,3.88790500859459,1.83954504969032,-0.693003271755344,-0.693003271755344,40056391416.7353,2.61486923503365,264951155.795393,-216636843.1305,148.317518475358,..,712.2183895,..,534.7244509,..,4373778649.7488,21,716130004.882813,14344481737.5,10.5781317517647,4.7604,56.3973067281247,6455449941.6788,-1389588366.60584,3.17889336888884,8.39953170954602,
24,Bosnia and Herzegovina,3300998,48.9790966247177,51.0209033752823,-0.692266996375143,64.4726171875,14.6937594668282,68.1050893668585,17.2011511663132,51200,20202479537.5193,6120.11262579357,3.5453373948871,2.83100260259697,5.60309353941517,23.9642549619002,55.7305876355886,12.9377268969932,..,16766466716.2727,3286068776.92,5.82000017166138,17.9599990844727,31.7099990844727,50.3300018310547,35.24,40.01,13.2700004577637,15.0100002288818,16.3799991607666,15.69,1336172,57.74,41.8,0.989039912881649,0.562782154061303,2.63114034262723,2.63114034262723,20190230667.9641,3.40118540186556,-399860369.512722,390210690.893359,104.896137350469,..,615.3447219,..,350.8280317,1.74708646136073,7061491940.37337,SouthernEurope,464510009.765625,16596054817.5,4.98321243907657,2.1642,95.6711532877951,7207699940.37337,-623861251.374911,0.912892644638007,3.28722715810128,
25,Botswana,2303703,48.3619633260017,51.6380366739983,2.1781688165261,4.06490392250278,33.7649873225515,61.8691173361775,4.36589534127101,566730,18362348887.5873,7970.79696800641,0.806095229623423,3.02591005447894,1.94698290352683,28.2073331180043,60.7238394864526,5.24170137052558,..,16687361503.9188,26251930000,2.28999996185303,19.8999996185303,17.6200008392334,62.4900016784668,46.63,58.41,16.0699996948242,26.5699996948242,26.0599994659424,17.21,1076493,73.05,60.25,0.657050778909288,2.7728644286333,0.702609371626878,0.702609371626878,16968862019.9146,4.08627133645794,-217476097.463399,260928016.920997,149.753698758867,..,195.6183472,..,315.4071359,10.7558666666667,6170221067.31238,SouthernAfrica,68860000.6103516,1565096393.6,2.25607799917345,8.8943,75.6956373355695,6170221067.31238,-1396883004.56261,1.59236111111111,6.39583333333333,
26,Brazil,211049519,49.1510999368826,50.8489000631174,0.751550842096973,25.2507757706858,21.0091937329952,69.7391982309441,9.25160803606065,8358140,1877810514260.36,8897.48777044292,0.651853445819171,1.41115298507022,4.40176323545758,18.4088426878827,63.1855656061928,10.1410039383075,55.3157654679092,1614845150842.94,305740330097.163,4.75,9.07999992370605,19.9899997711182,70.9400024414063,55.14,56.76,6.82000017166138,14.4399995803833,13.6700000762939,11.93,107461083,70.93,62.61,3.46523055505897,3.73297621216894,4.28050511900344,4.28050511900344,1827512816466.85,1.52287514389697,-46354807251.47,69174411753.43,167.397860280061,..,408.9041735,..,314.3930072,..,353587904337.499,SouthAmerica,290230010.986328,569398314074.4,22.3979977750496,14.0385,28.4559373152372,356886386911.979,-65029905179.615,5.43017528327146,37.475,
27,British Virgin Islands,30033,..,..,0.795618290651402,200.22,..,..,..,150,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,57996843293.8726,..,..,77.77777778,..,118.1434599,..,..,Caribbean,,,,,,,,,,
28,Brunei Darussalam,433296,51.923396477235,48.076603522765,1.00574227362596,82.2193548387097,22.6165226121375,72.1746656357824,5.20881175208004,5270,13469422941.3919,31085.9618860822,2.82968996031998,3.86910980288791,0.98605510232603,62.5153213988607,38.1775985851735,13.6022195498272,..,13695571196.8543,..,2.71000003814697,1.95000004768372,20.7600002288818,77.2799987792969,59.95,60.24,6.19000005722046,8.89000034332275,6.86999988555908,6.92,217006,68.53,64.41,22.2125929830096,-0.390522069165492,-3.33576804035044,-3.33576804035044,13830513707.6675,5.96032699003248,-373256767.246304,373256767.246304,99.0268165721066,..,180.3598186,..,460.9461608,1.36421851405475,4051939714.90976,South-easternAsia,,,,,108.509658352264,4272696957.80614,893760724.315115,0.370583333333333,5.5,
29,Bulgaria,6975761,48.5713881639407,51.4286118360593,-0.703905641117455,64.2571941783346,14.6853789199869,64.0616538090281,21.252967270985,108560,68558815111.6199,9828.14851478139,4.42679344343635,3.694308379839,3.23649259323424,21.6187831488513,61.4613051019748,..,0.248574891095391,59177625071.5512,8102026000,3.54999995231628,6.61999988555908,30.0200004577637,63.3600006103516,54.19,54.35,1.9099999666214,12.8000001907349,3.39000010490417,4.23,3377388,73.37,56.58,0.396919025831329,3.10372944796774,5.25021904053116,5.25021904053116,67445642243.8466,5.34032435602154,-1298310000,2075750000,114.418393160353,..,686.4236228,..,568.126485,1.74704166666667,25919566298.6159,EasternEurope,,40501402414.8,35.4630864257122,24.4308,125.172532869676,27901750798.6159,1233620000.0,0.0249666666666667,4.54920833333333,
30,Burkina Faso,20321383,49.9364339523545,50.0635660476455,2.8445964977375,74.2740606725146,44.6778215532431,52.9148909094649,2.40728753729201,273600,15990803569.9961,786.895437677452,2.73507444463108,5.69943493424034,20.1736647765288,25.5796638070783,44.5284566827977,10.1130801941147,..,14436782941.4365,840076827761,0.680000007152557,26.2099990844727,25.1599998474121,48.6399993896484,..,63.39,..,..,..,4.62,7472712,67.79,..,4.1867093331433,-3.23338933983321,-0.632603927223556,-0.632603927223556,15326472487.9717,5.69781956873435,-146535904.034235,162970140.263612,108.359022934413,..,1622.696378,..,855.9240583,585.911013180369,..,WesternAfrica,1148810058.59375,3662434235.8,,0.0,56.7252602906424,,-523837226.294833,,,
31,Burundi,11530577,49.5984546133294,50.4015453866706,3.1289321480628,449.010007788162,45.4006476690678,52.2872570156922,2.31209531524,25680,3012308945.62671,261.24529116164,-1.29476823572824,1.84247667669987,28.8975583833274,10.9561343078757,47.9445946931757,..,..,2644755664.98669,..,1.23000001907349,86.2099990844727,3.34999990463257,10.4499998092651,..,78.09,..,..,..,1.42,4987390,80,..,9.21270911419036,-0.686772170797229,0.822247025415351,0.822247025415351,3019513461.38506,1.89119331594145,..,1044960.5011,182.112339994344,..,359.6963135,..,600.0071506,1845.62289069697,109902224.097543,EasternAfrica,588940002.441406,578351002.1,0.239179258931656,0.046,41.857360239639,111373704.053543,,,14.5333333333333,
32,Cabo Verde,549936,50.1942044165139,49.8057955834861,1.12865786215008,136.460545905707,28.4064480347677,66.8951785210979,4.69837344413431,4030,1981845740.70615,3603.77524058462,4.48183015631996,5.66775246034304,4.63290603790788,19.6057641486942,61.3864124770018,6.6375111313626,..,1696957053.74475,..,4.32999992370605,10.6000003814697,21.7999992370605,67.5999984741211,50.95,53.1,7.13000011444092,10.4200000762939,13.6300001144409,12.07,237728,63.89,57.43,0.314361652431474,1.10750930553813,0.562980597096782,0.562980597096782,1939454972.42505,5.90334938843647,-82719320.2237053,107810523.886549,110.501606515952,..,560.769245,..,346.0488581,98.4951785878976,737990665.417386,WesternAfrica,152539993.286133,1821219111.3,0.0074950812512942,0.003,115.907155590446,737990665.417386,-7565567.1506369,1.46457733044495,9.14083475915223,
33,Cambodia,16486542,48.8117156405509,51.1882843594491,1.44641184190217,93.3975866757308,31.0991959381173,64.1830348656498,4.7177691962329,176520,27089389786.9684,1643.12138876475,5.51680828875421,7.05410693233324,20.7118706884342,34.2260507178166,38.8482503467439,16.2767762656926,..,25063606382.4302,7853764000000,0.109999999403954,34.5299987792969,27.9099998474121,37.560001373291,..,81.94,..,..,..,0.13,9319219,84.9,..,0.683881414598111,..,3.23537176916393,3.23537176916393,25525556830.0006,8.24360972222289,-3561195451.55026,3663032999.47048,..,..,1057.968971,..,1070.397214,..,17033046398.5965,South-easternAsia,984070007.324219,15318173630.6,18.1792454366245,22.2774,123.556523768369,18771406172.4755,-4064575202.43647,1.43527777777778,,
34,Cameroon,25876387,50.0067030223346,49.9932969776654,2.58417898206639,54.7405110955977,42.3621310245096,54.9142190677367,2.72364990775371,472710,39007354359.2798,1507.44979812212,1.0747184425726,3.72071142252399,14.5076635415224,26.0373799192976,51.4954645489065,14.2025421488439,..,35902567113.4353,..,3.08999991416931,43.4900016784668,14.4200000762939,42.0900001525879,..,73.59,..,..,..,3.32,11351501,76.9,..,5.5344390062532,2.45280214062733,2.52388100364547,2.52388100364547,38259800549.9129,3.68743303697909,-898870738.367898,1024779237.90889,118.648588290011,..,242.46774,..,380.8759902,585.911013180369,..,MiddleAfrica,1335219970.70313,12815318440.7,,2.9438,44.8677212238389,,-1695070703.44845,,,
35,Canada,37593384,49.6204836658101,50.3795163341899,1.41501469953534,4.19307418697487,15.8458997418597,66.506203368219,17.6478968899213,8965590,1741576393905.98,46326.6726375572,0.43021113414872,1.86141537933875,..,..,..,..,82.2568022288742,1622884211361.24,44018000000,4.3899998664856,1.50999999046326,19.25,79.2399978637695,61.99,61.86,4.40999984741211,11.5900001525879,7.15999984741211,5.66,20743970,79.04,65.71,1.89503794904271,1.94926902411596,1.67257919414799,1.67257919414799,1719248124234.35,2.28732564082476,31085020261.9633,45087716089.8033,116.75729822553,..,161.54927,..,189.4216486,1.32679336266012,85297110783.6887,NorthernAmerica,,,,,65.4288375184792,85297110783.6887,-35688200343.4011,,,
36,Cayman Islands,64948,..,..,1.20199712360386,270.616666666667,..,..,..,240,5935769350.77403,91392.6425875166,2.57669161664211,3.81710040387819,..,..,..,..,0.0596384359095486,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.52911976102538,3.52911976102538,4493181807.27229,..,-1653410248.69123,984919518.271685,..,..,297.2972973,..,172.9323308,0.83333,183500000,Caribbean,,,,,,183500000.0,-581583341.801264,,,
37,Central African Republic,4745179,49.5655274542857,50.4344725457143,1.67466162763351,7.61690423448586,43.9200157633475,53.2651940862158,2.81479015043671,622980,2220307318.74886,467.908021751942,1.28946136700006,3,31.4907374634526,20.5211544373415,41.1669599063062,18.101017260186,..,2068856978.16159,..,0.860000014305115,69.8499984741211,6.26000022888184,23.8899993896484,..,68.91,..,..,..,4.04,1910933,72.48,..,8.34947014490378,2.68537355266785,2.38134831702081,2.38134831702081,2386023467.98619,..,..,25601157.4181,151.785085312376,..,95.49988862,..,526.7457631,585.911013180369,350305401.8215,MiddleAfrica,753849975.585938,882368356.5,37.7567776609382,14.9896,52.2015999980344,350305401.8215,,,,
38,Chad,15946882,49.9189872979558,50.0810127020442,2.98613014725798,12.6642963786531,46.8209447417789,50.687413635122,2.4916416230991,1259200,11314951342.7807,709.54004317463,0.209664512309331,3.24718191743429,42.5944491240908,14.2700509702467,40.467352937889,2.85401019404934,..,11013051982.2977,..,0.360000014305115,75.0599975585938,1.87999999523163,23.0599994659424,..,69.24,..,..,..,1.91,5986315,70.72,..,21.1228633892769,-0.971939175419353,2.85603411987745,2.85603411987745,11140998595.3498,3.17985802161805,..,566638950.8536,117.698204738763,..,1429.25303,..,652.0330035,585.911013180369,310032032.850238,MiddleAfrica,707049987.792969,3571378462.2,8.51409806184475,0.7391,74.5705255558558,310032032.850238,,,,
39,Channel Islands,172264,49.4903171875726,50.5096828124274,1.03163477664924,870.020202020202,15.0674275364422,67.3311699243581,17.6014025391997,198,..,..,..,..,..,..,..,..,..,..,..,4.46999979019165,2.61999988555908,24.6399993896484,72.7300033569336,..,54.53,..,..,..,7.11,85883,72.68,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,NorthernEurope,,,,,,,,,,
40,Chile,18952035,49.2916670953805,50.7083329046195,1.18293256569455,25.4891988508901,19.4942728586762,68.624187013555,11.8815401277688,743532,279385487344.526,14741.7144039954,-0.245035756885017,0.942005306550413,3.61087939063254,29.108912514608,58.7763897455667,10.1397111055805,13.1474867750391,255627053006.598,9802988358980,4.17999982833862,8.97999954223633,22.25,68.7799987792969,55.23,57.81,6.80999994277954,6.44999980926514,8.15999984741211,7.29,9514561,68.9,59.58,2.30010999230253,2.55754475703323,1.94987728916749,1.94987728916749,269285900902.038,1.92867308163042,-3247162004.81808,12586607704.3638,131.913566974844,..,363.8094918,..,377.1590298,..,40643492538.3282,SouthAmerica,,,,,56.8744630049789,40655524238.3282,-10453536549.9369,2.53462413792891,,
41,China,1397715000,51.3065020270854,48.6934979729146,0.357291063115687,148.303348639245,17.8045083433876,70.7232986329292,11.4721930236832,9424702.9,14279937467431,10216.6303341031,5.57184082831787,5.94971423273162,7.14369124773749,38.5874034176057,54.2689053346568,26.7747217680985,127.785602784456,..,..,2.10999989509583,25.3299999237061,27.4200000762939,47.25,67.35,65.1,..,..,..,4.6,783981188,75.88,..,1.2550546774119,2.89923416358227,1.28745207725503,1.28745207725503,14246120664698,6.27318934397441,-50259822364.755,187169822364.755,125.083154382075,..,1002.980301,..,923.6287685,6.90838500992901,3127493858036.36,EasternAsia,-589979980.46875,2114162881662.2,37.3984333519767,57.0113,35.8374138163305,3222894578036.36,102909876008.388,1.5,4.35,
42,Colombia,50339443,49.0930998183671,50.9069001816329,1.35678804331132,45.3712870662461,22.6207846598541,68.6133853328492,8.76583000729666,1109500,323429888934.257,6424.9794924083,1.88927448744572,3.28111680452643,6.39230849697349,26.0532513318486,58.1044161870629,10.9161177964017,4.29918831738721,292865686858.173,32619189627717.3,3.65000009536743,15.7700004577637,20.1200008392334,64.1100006103516,60.76,61.05,11.5,7.78999996185303,11.6300001144409,9.96,26413532,72.86,67.48,4.51731246009706,3.52549273618952,4.01071949388594,4.01071949388594,316298770104.506,3.68311668497823,-11094922188.6552,14313590447.1196,140.950373942025,..,302.5340028,..,456.7545545,3280.83163119763,51973465671.4932,SouthAmerica,902539978.027344,138695032538.7,30.2517074164269,11.4844,37.5213336110276,52652707434.7902,-14284973777.1075,4.49793237696047,11.7690653821827,
43,Comoros,850891,50.442418594156,49.557581405844,2.20646505841421,457.22246104245,39.285873783327,57.658722790127,3.05540342654598,1861,1165839899.80269,1370.14012347374,-0.239534046880081,1.98610950487452,33.0715752230732,8.85391147203463,53.3187207772605,..,..,..,..,0.850000023841858,34.3800010681152,18.8299999237061,46.7900009155273,..,42.03,..,..,..,7.7,235265,46.56,..,1.23493262321924,..,2.32363824998507,2.32363824998507,1170987089.51416,..,-3677361.42116272,3677361.42116272,..,..,361.8333702,..,519.0332719,439.463110317867,201150327.333998,EasternAfrica,78239997.8637695,299464522.7,0.775730414529717,0.5233,42.0756671906187,202031707.232998,-37401621.4336349,1.75,10.5,
44,"Congo, Dem. Rep.",86790568,49.9122243329483,50.0877756670518,3.18708626507603,38.2834820581813,46.0013989769188,50.9816614056687,3.01693961741257,2267050,50400746171.4239,580.716860516731,1.11015954346362,4.38452888103882,19.9652338878735,40.7337398440814,35.3700860965261,20.0093359136802,..,47917695448.0813,..,2.17000007629395,64.3000030517578,9.84000015258789,25.8600006103516,..,60.96,..,..,..,4.13,29801894,64.07,..,10.8132453694719,..,4.70494964261803,4.70494964261803,48961721243.9481,4.26715391675619,-1350994226.20535,1350994226.20535,..,..,843.0448797,..,908.0257762,..,..,21,3025530029.29688,5437546237.5,,3.8424,63.173840802806,,-1693232060.97432,5.47583333333333,26.7358333333333,
45,"Congo, Rep.",5380504,49.9462132172005,50.0537867827995,2.56282646096789,15.7555021961933,41.5372488991746,55.7413352047799,2.7214158960455,341500,12693562947.7856,2359.17730900034,-2.30401450510696,0.232123661007819,7.67969446282036,48.0054492538455,40.4735291677291,8.27969474166087,..,12205961672.3359,..,1.05999994277954,33.5299987792969,21.4699993133545,44.9900016784668,..,62.73,..,..,..,9.6,2182726,70.33,..,47.8686776903141,2.20607305781522,-2.08158038935522,-2.08158038935522,9960575265.69735,-6.31800948021166,..,3366085029.42,124.740496075729,..,288.6092736,..,668.5560957,585.911013180369,988316008.036768,21,187270004.272461,6180775666.8,22.5204944663529,3.601,127.523460745823,988316008.036768,,,,
46,Costa Rica,5047561,49.9754039624286,50.0245960375714,0.957865009385917,98.8554837446142,21.0786358005381,69.0409288763425,9.88043532311942,51060,63951114302.2599,12669.7060822563,1.19399279839708,2.16795180652522,4.1499948112757,19.1090997046999,69.2636050788346,11.8921739821782,0.0572312154359234,59169297373.4136,4458789922819.37,3.35999989509583,11.9700002670288,18.7999992370605,69.2200012207031,55.15,57.06,6.25,12.5900001525879,14.1099996566772,11.49,2568229,71.15,62.31,0.753766206127281,2.09604635327805,2.21058391188411,2.21058391188411,60211825545.3055,1.60116436969247,-2481191770.66905,2505080214.65076,128.845743336848,..,201.7713887,..,252.7609456,587.294595686124,8937069411.20634,CentralAmerica,59759998.3215332,29823001229.0,30.8280586536041,9.2382,65.1194627700002,8937069411.20634,-1289119392.26517,4.63510715625992,8.74614960993387,
47,Cote d'Ivoire,25716554,50.4507952348515,49.5492047651485,2.54938709160815,80.8696666666667,41.7147031887333,55.4121774683255,2.87311934294126,318000,58539424929.7248,2276.3323939018,3.5576825008911,6.23170951305083,20.671221079934,21.1872727204344,43.1118666133044,11.7846368977564,0.257587087985609,54724852409.325,1560900000000,1.62999999523163,40.1500015258789,12.8599996566772,46.9900016784668,..,51.99,..,..,..,3.17,8047578,54.56,..,2.48289544610238,-1.10686343994202,0.200492126867886,0.200492126867886,56975603680.0811,7.55774570281528,-739662847.653744,848881139.442877,111.606977877028,..,324.1145141,..,422.3108212,585.911013180369,..,21,1201229980.46875,19182287178.2,,4.6393,46.4009144551692,,-1348827419.86918,,,
48,Croatia,4065253,48.1808944098236,51.8191055901764,-0.554146739042888,71.8369499911645,14.5622210859055,64.5776436794967,20.8601352345977,56590,60752588976.3175,14944.3562248936,3.43049756210388,2.85892596800696,2.92000602707201,20.2611558492511,58.7587191761658,11.9967908130963,0.540734157235767,49780599143.502,24913074000,4.92000007629395,6.19000005722046,27.6700000762939,66.1399993896484,47.72,48.07,5.25,9.09000015258789,6.90999984741211,6.62,1788035,66.99,51.1,0.688530832437189,0.771820346498083,1.49915482224654,1.49915482224654,59830033764.084,2.7934269993243,-943284797.857509,1170052265.37469,109.815676449535,..,387.6807406,..,357.0715512,6.62254516666667,20770636599.6909,SouthernEurope,,,,,104.170991548139,20770636599.6909,1455551838.81894,,,
49,Cuba,11333484,49.6575280822737,50.3424719177263,-0.0411262892496893,109.185780346821,16.0423499113203,68.3926909318168,15.5649591568629,103800,103131000000,9099.67314552171,-0.176403187123782,-0.217448487505479,..,..,..,..,..,..,..,5.6100001335144,17.3999996185303,17.1100006103516,65.4899978637695,..,52.62,..,..,..,1.67,5092603,64.29,..,..,..,3.30409345862211,3.30409345862211,..,..,..,..,..,..,126.4916468,..,220.9264478,..,..,Caribbean,499660003.662109,,,,,,,,,
50,Curacao,157441,45.9445732852781,54.0554267147219,-1.19643951751799,354.596846846847,18.4942236146466,64.336939494811,17.1688368905424,444,3101787709.49721,19701.270377457,-2.23729778139112,-3.40000000000001,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,2.62220783425056,2.65520328343835,2.65520328343835,3234078212.2905,..,-78771573.8435754,67780648.8547486,115.533202128435,..,..,..,..,1.79,..,21,,,,,,,-539292813.703911,,,
51,Cyprus,1198574,50.0008343247893,49.9991656752107,0.779957016025289,129.715800865801,16.7070896689819,69.2446446822268,14.0482656487913,9240,24949065263.6292,28288.4615757198,1.68688110146658,3.0757919624678,1.73589087809037,12.7079912056356,72.76547314578,5.38049086911653,0.224537470274151,21757918952.1997,2565050007.71724,1.94000005722046,2.41000008583069,18.4400005340576,79.1600036621094,58.51,59.27,6.15000009536743,7.53999996185303,8.01000022888184,7.07,636733,74.84,62.96,0.000985649396075146,0.250370996758456,0.884642379393497,0.884642379393497,23946675249.0765,2.89849398040283,-5905082341.89611,25930367780.0521,102.510991917283,..,363.8235659,..,238.3328401,..,352682563.891381,WesternAsia,,,,,144.815363216225,1033463563.89138,-1577489124.59504,,,
52,Czech Republic,10671870,49.2143621798911,50.7856378201089,0.393788864202175,138.236658031088,15.7229501266184,64.4763050287444,19.8007448446372,77200,250686478649.064,23490.3984633494,1.91149786425019,2.31360520151742,1.93659377905495,31.4566244636929,56.8806038820242,22.3868438745096,..,226250803998.735,259121000000,3.02999997138977,2.66000008583069,37.25,60.0900001525879,59.16,59.29,0.990000009536743,10.6999998092651,1.75,2.01,5441332,76.86,60.38,0.422121079684036,2.84787595918047,3.86609830037501,3.86609830037501,235270023656.641,1.77914099235829,-5975777816.22998,10752120870.768,116.47554201756,..,683.5836658,..,559.5625564,22.93225,149464301402.53,21,,,,,142.7623306061,149855634729.53,898074466.879909,0.388557809322386,3.68603218349692,
53,Denmark,5814422,49.7181766000904,50.2818233999096,0.358130915892652,145.36055,16.4009587177549,63.6337821533242,19.965259128921,40000,350104327658.675,60213.0921454746,2.4818373088567,2.8495144411967,1.32810461688818,21.1196289349155,64.8180516879127,13.222413588358,..,305521290689.572,96320000000,3.40000009536743,2.22000002861023,18.5499992370605,79.2300033569336,59.25,59.09,3.95000004768372,8.39999961853027,4.11999988555908,5.02,3023904,79.01,62.37,0.477512026417127,0.758131572511619,0.74332840799984,0.74332840799984,360446546583.535,3.03266995661153,7725458756.56329,-7499269283.381,110.347290420498,..,216.5096202,..,215.2597222,6.669446615,63576937133.6664,NorthernEurope,,,,,109.29243155125,66835547933.6664,30937220319.0477,,,
54,Djibouti,973557,52.585210727261,47.414789272739,1.51455950269865,41.9998705780846,29.2049796622704,66.1859566950162,4.60906364271334,23180,3324634256.13324,3414.93539272302,6.15054746812686,7.77049725726383,1.2717185632999,15.9377781990136,76.4016152890562,2.76548859786005,..,3112232725.63583,..,0.839999973773956,24.5499992370605,13.4399995803833,62,..,53.55,..,..,..,10.97,414572,63.7,..,0.287104946449715,3.31925372703833,2.39311233758737,2.39311233758737,3230790006.75219,..,-175000000,175000000,120.250922373372,..,11412.18377,..,1909.586541,177.72,501857934.384136,EasternAfrica,272480010.986328,2552387069.6,74.8025442420636,14.7078,296.138780003182,501857934.384136,448272563.583165,,,
